BemisCode,SchoolName,District,Tehsil,SubTehsil,UC,WardName,WardNo,VillageName,NA,PA,ClusterBemiscode,ClusterName,ClusterDDOCode,SchoolContactNo,ClusterFeedingSchoolsPrimary,ClusterFeedingSchoolsMiddle,Location,Zone,Shift,Gender,SchoolLevel,FunctionalStatus,ReasonOfNonFunctional,DisableStudentsInSchool,IfYesThenMentionFacilities,RampforStudentsOrTeachers,Building,SchoolOwnedBy,BuildingStructure,BuildingCondition,SpaceForNewRooms,NoOfRoomsWithWindowsAndVantilation,ProperSeverageSystem,WaterFacilityInToilets,BoundaryWall,BoundaryWallStructure,BoundaryWallCondition,PlayGround,ElectricityInArea,ElectricityInSchool,IfYesThenNametheSourceElectricity,IfNoThenGiveTheDistanceOfNearestPoll,GasInArea,GasInSchool,IfYesThenNametheSourceGas,GovtDrinkingWaterScheme,DrinkingWaterAtSchool,SourceOfWater,WaterTank,IfNoThenGiveTheDistanceOfNearestWaterSource,TelephoneAvailabe,FunctionStatusTelephone,ClosedReasonTelephone,InternetAvailabe,FunctionStatusInternet,ClosedReasonInternet,ScienceLab,FunctionStatusScienceLab,ClosedReasonScienceLab,ComputerLab,LibraryAvailable,CleaningResponsibility,WashbasinAvailable,WaterforWashBasin,SoapForWashBasin,CleaningCycleOfWashBasin,TeacherUsesTeachingMeterialOnHealth,MajorDiseaseCauseForAbsentism,FirstaidKit,TrainingOnFirstAidKit,InspectionOfCleaning,SeprateRoomForECE,FullTimeTeacherForECE,TrendExtraCracularActivity,Activity1,AudioAndVideoEquipment,TeacherUsesAudioAndVideoEquipment,TrainingOnMHMKits,MHMKitsAtSchool,PTSMC,PTSMCParticipatedInAnyActivityCurrentYear,NumberOfMeetingsConducted,MeetingRecordesAvailable,ChildOfPTSMCMembersAreEnrolled,AnySDPFormPTSMCLast3Years,ExaminationHall,NumberOfVisitByEducationalManager,Kacha Room,Pakka Room,Kacha HMR,Pakka HMR,Kacha Clerk Office,Pakka Clerk Office,Kacha Hall,Pakka Hall,Kacha Staff Room,Pakka Staff Room,Kacha Guard Room,Pakka Guard Room,Kacha Toilet,Pakka Toilet,KachaSportsRoom,PakkaSportsRoom,KachaResourceCenter,PakkaResourceCenter,KBSch,KBSt,KGSch,KGSt,PBSch,PBSt,PGSch,PGSt,2BSch,2BSt,2GSch,2GSt,3BSch,3BSt,3GSch,3GSt,4BSch,4BSt,4GSch,4GSt,5BSch,5BSt,5GSch,5GSt,6BSch,6BSt,6GSch,6GSt,7BSch,7BSt,7GSch,7GSt,8BSch,8BSt,8GSch,8GSt,9BSch,9BSt,9GSch,9GSt,10BSch,10BSt,10GSch,10GSt,11BSch,11BSt,11GSch,11GSt,12BSch,12BSt,12GSch,12GSt,TotalSchoolProfileStudents,TotalStudentProfileEntered,SencTeaching,AppTeaching,Teaching Male,Teaching Female,TotalTeachingStaff,SencNonTeaching,AppNonTeaching,Nonteaching Male,Nonteaching Female,TotalNonTeachingStaff,Source,X Cod,Y Cod,_xCord,_yCord
9462,GGMIDS NAWA KILLI,KILLA SAIFULLAH,MUSLIM BAGH,MUSLIM BAGH,TOWN MUSLIM BAGH,NIL,0,NAWA KILLI,257,3,02131,GGHS REHRRI KILLI MUSLIM BAGH,,03108210237,,,Urban,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,9,No,Yes,Yes,Pakka,Need Repair,No,Yes,Yes,QESCO,0|km,No,No,,No,Yes,Tubewell,Yes,0|km,No,,,No,,,No,,,No,No,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,Yes,Yes,,No,No,No,No,Yes,,,Yes,Yes,No,No,3,0,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,,98,,2,,64,,2,,49,,1,,39,,0,,24,,0,,26,,1,,25,,0,,27,,0,,42,,0,,0,,0,,0,,0,,0,,0,,0,0,400,6,7,0,16,16,2,2,1,1,2,EMIS,30.82374,67.72967,30.8237692858627,67.7296610495682
9522,GBMIDS MURAD ABAD KHUZDAR,KHUZDAR,KHUZDAR,KHUZDAR,ZERINA KHATTAN,BALEENA KATTAN,01,SHAH MURAD,269,39,03671,GBHSS KHATAN,,03327912825,,,Urban,Winter,Single Shift,Boys,Middle,Functional,,No,,Yes,Yes,Donated,Pakka,Need Repair,Yes,4,Yes,No,Yes,Pakka,Need Repair,Yes,Yes,No,,200|m,No,No,,Yes,No,Nalka,No,|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,Yes,Yes,,,Yes,No,,No,Yes,No,No,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,50,59,0,54,58,83,0,38,66,37,0,20,45,46,0,16,40,27,0,8,45,41,0,15,60,19,0,13,46,22,0,16,43,16,0,7,,0,,0,,0,,0,,0,,0,,0,,0,453,537,8,8,7,0,7,1,0,0,0,0,EMIS,27.82968,66.61881,27.82965018,66.61879948
9590,GGMIDS BASTI LOHARAN,SIBI,LEHRI,LEHRI,LEHRI,N/A,0,BASTI LOHARAN,259,7,GGHS LEHRI,GGHS LEHRI,,03328041580,,,Rural,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,1,No,Yes,Yes,Pakka,Complete,Yes,Yes,No,,1|km,Yes,No,,No,Yes,Nothing,Yes,2|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,Yes,Yes,,,No,Yes,Yes,Yes,Yes,No,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,7,0,0,11,11,0,0,7,6,0,0,8,10,0,0,5,4,0,0,3,3,0,0,4,3,0,0,4,4,0,0,5,5,,0,,0,,0,,0,,0,,0,,0,,0,55,53,6,4,0,4,4,2,2,0,0,0,EMIS,29.19007,68.21577,29.1907166603903,68.2162497014742
9621,GGMIDS SIDDIQUE ABAD,QUETTA,CHILTAN,CHILTAN,SHADIN ZAI,0,0,SIDDIQUE ABAD,264,26,09620,GGHS JINNAH TOWN SAMANGLI,,03333289408,,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,8,No,No,Yes,Pakka,Complete,No,Yes,No,,0|m,Yes,No,,No,No,Nothing,Yes,0|km,No,,,No,,,No,,,No,No,Sweeper,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,Yes,Yes,No,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,1,0,12,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,244,232,0,0,86,31,0,0,66,44,0,0,79,61,0,0,70,63,0,0,54,44,0,0,40,30,0,0,30,29,0,0,39,64,,0,,0,,0,,0,,0,,0,,0,,0,708,598,1,23,0,24,24,0,2,1,1,2,EMIS,30.2169,66.96725,30.2170167573367,66.9672333701982
9684,GGPS LIAQAT ABAD,AWARAN,MASHKAI,MASHKAY,GAJJAR,kahndari,59,LIAQAT ABAD,270,44,11154,GGHS NALY MASHKEY,,000,,,Urban,Summar,Single Shift,Co-Education,Primary,Functional,,No,,No,No,,,,Yes,2,,No,No,,,No,No,No,,2|km,No,No,,No,No,Well,No,2|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,Yes,,No,,,3,,,,,,,,,,,,,,,,,,,,0,,8,,0,,14,,0,,9,,0,,13,,0,,7,,0,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,59,2,2,0,1,1,,,0,0,0,EMIS,27.10248,65.5977,27.10749,65.5959866666666
9740,GBPS MURADHAN ALYANI,KOHLU,KOHLU,kohlu,URYANI,killi behram khan,06,KILLI MURADHAN  ALYA,259,9,02637,GBMODHS   KOHLU,,03337407850,,,Urban,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,No,No,No,,,Yes,Yes,No,,500|m,No,No,,Yes,Yes,Well,No,500|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,Yes,,,,,,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,8,7,0,0,,5,,0,1,0,0,1,1,2,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,20,25,2,2,2,0,2,,,0,0,0,RTSM,29.9046665539209,69.2671481568212,29.9047949999999,69.2670916666666
9757,GGMIDS KHALIQ ABAD,SURAB,SURAB,SURAB,SADDAR SOHRAB,SURKH,0,KHALIQ ABAD,267,37,03114,GGHSS SURAB,,0,,,Urban,Winter,,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,3,Yes,No,Yes,Pakka,Need Repair,No,No,No,,11|km,Yes,No,,Yes,No,Nalka,No,0|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,Yes,No,No,No,Yes,No,,No,No,No,No,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,26,21,62,65,14,13,24,25,10,9,23,24,0,0,22,22,0,0,12,12,0,0,10,9,0,0,3,3,0,0,5,5,0,0,4,4,,0,,0,,0,,0,,0,,0,,0,,0,215,212,6,4,0,4,4,2,0,0,0,0,EMIS,28.48537,66.25054,28.4854415849751,66.2604994025708
9950,GGMIDS DHAL BAIDEE,AWARAN,AWARAN,AWARAN,AWARAN,BEDI,8,MIR YAQOOB BAZAR DHA,270,44,15623,GGMIDS GOTH SHER MUHAMMAD,,03342102640,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,7,No,No,Yes,Pakka,Need Repair,Yes,No,No,,|km,No,No,,No,No,Tubewell,No,|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,Yes,,Yes,4,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,1,,16,,0,,14,,0,,27,,0,,21,,0,,16,,0,,23,,0,,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,135,5,1,0,2,2,,,0,0,0,EMIS,26.51168,65.28887,26.51162863,65.28906907
9957,GGHS GISHKOOR,AWARAN,GISHKORE,GISHKORE,GISHKORE,GISHKORE,14,GISHKOOR,270,44,,,,03342993353,,,Urban,Summar,Single Shift,Girls,High,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,4,No,No,Yes,Pakka,In-Complete,No,No,No,,|km,No,No,,No,No,Chashme,No,|km,No,,,No,,,No,,,No,No,No One,No,No,No,Weekly,No,Haiza,No,No,No,No,No,No,,No,No,,,No,,,,,,No,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,,0,,8,,3,,1,,4,,0,,0,,1,,4,,3,,7,,0,,15,,2,,4,,0,,15,,0,,0,,0,,0,,0,,0,,0,,0,0,67,10,1,0,1,1,7,3,0,0,0,EMIS,26.25077,64.73637,26.25099417,64.73621188
10187,GGPS  LIBNAN MAND,KECH,TUMP,Mand,SORO,000,000,LIBNAN,258,27,11738,GGHS SORO MAND,,03202010366,,,Urban,Summar,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,Yes,3,No,No,No,,,Yes,Yes,No,,|km,No,No,,Yes,No,Nothing,No,|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,9,6,2,13,30,19,2,29,58,31,1,5,6,2,0,3,11,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,119,119,3,3,0,3,3,,,0,0,0,RTSM,26.1174720257161,62.017695214868,26.1174488026606,62.017706762016
10243,GGMIDS MITHA KHAN MANJHO,NASEER ABAD,TAMBOO,TAMBOO,MANJHOO SHORI,NIL,00,MITHA KHAN MANJHO,254,114,09152,GGHS HAJI KHAN KATTAK,,03453818794,,,Rural,Summar,,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,2,No,No,Yes,Pakka,Need Repair,Yes,Yes,Yes,,200|m,No,No,,No,Yes,Well,No,2|km,No,,,No,,,No,,,No,No,PTSMC,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,2,,37,0,0,23,20,0,0,15,23,0,0,16,20,0,0,14,12,0,0,16,15,1,0,12,4,0,0,16,14,0,0,16,16,,0,,0,,0,,0,,0,,0,,0,,0,129,163,6,6,0,5,5,1,1,0,0,0,EMIS,28.45839,68.03342,28.4582966666666,68.0334516666666
10279,GGMIDS JAFFAR ABAD,KHUZDAR,KHUZDAR,KHUZDAR,BALINA KHATTAN,JAFFAR ABAD,24,JAFFAR ABAD,256,19,03672,GGHS KHATAN,,03368540442,,,Urban,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,No,10,No,Yes,Yes,Pakka,Complete,No,Yes,Yes,,1|m,No,No,,Yes,Yes,Nothing,Yes,|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,Others,No,Yes,Yes,No,No,Yes,,No,Yes,Yes,No,No,Yes,,No,No,No,No,0,0,9,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,108,0,0,0,55,61,0,0,53,0,0,0,36,0,0,0,56,0,0,0,41,0,0,0,54,1,0,0,42,0,0,0,26,31,,0,,0,,0,,0,,0,,0,,0,,0,471,93,4,13,0,11,11,,,0,0,0,EMIS,27.82742,66.61377,27.8276033333333,66.6137349999999
10351,GGPS BASTI DEH BABANI,BARKHAN,BARKHAN,Barkhan,RAKHNI,000,000,BASTI BABANI,259,8,GGHS GADAI RAKHNI,GGHS GADAI RAKHNI,,03316773030,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,Yes,Yes,Pakka,Need Repair,Yes,Yes,Yes,QESCO,0|km,No,No,,No,No,Tubewell,No,600|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,No,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,10,5,3,1,8,10,1,0,1,2,0,0,2,2,0,0,4,4,0,0,2,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,32,30,1,1,0,1,1,,,0,0,0,EMIS,30.10879,69.91825,30.1085534115049,69.9181646499363
10600,GGMIDS CHANGAIZ ABAD,KOHLU,KOHLU,KOHLU,M.C KOHLU,KILLI MEER TAJ MUHAMAMD,02,KILLI CHANGAIZ ABAD,259,9,02597,GGHS KOHLU,,0000,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,0,No,No,Yes,Pakka,Complete,No,Yes,Yes,Solar,0|km,No,No,,Yes,Yes,Nalka,No,600|m,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,No,No,No,,,,,,No,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,10,10,0,0,10,10,,0,,0,,0,,0,0,11,20,9,0,6,6,0,0,3,3,0,0,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,53,53,2,2,0,2,2,,,0,0,0,,,,,
10638,GBMIDS M. DIN SAHIB DAD,KOHLU,KOHLU,Kohlu,KARAM KHAN SHAHER,killi mir noor ahmad,01,KILLI SAHIB DAD,259,9,02650,GBHS AZAD SHAHER,,03338890136,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,4,Yes,No,Yes,Pakka,Complete,No,Yes,Yes,QESCO,02|km,No,No,,No,Yes,Well,No,01|km,No,,,No,,,No,,,No,No,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,No,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,1,10,11,10,0,0,2,2,0,0,4,4,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,46,53,2,1,2,0,2,1,1,0,0,0,EMIS,29.91004,69.20708,29.9098683333333,69.207205
10645,GBPS MIR HAJI REHIMKANI,KOHLU,KOHLU,kohlu,KARAM KHAN SHAHER,killi mir noor ahmad,01,MIR HAJI REHIMKANI,259,9,08577,GBHS MEER NOOR AHMED KOHLU,,00000000,,,Urban,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,Yes,1,Yes,Yes,No,,,Yes,Yes,Yes,QESCO,0|km,No,No,,Yes,Yes,Tubewell,Yes,|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,No,No,No,No,No,Yes,Sports,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,9,,0,,6,,0,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,21,,,1,0,1,,,0,0,0,EMIS,29.83872,69.15667,29.8384183333333,69.1554466666666
10678,GGMIDS  KOHEE KHAN NOTEZAI,CHAGHI,DALBANDIN,-,SADDAR DALBANDIN,-,05,KILLI KOHEE KHAN NOT,268,34,09802,GGHS  MUHAMMAD RAHIM NOTEZAI,,0,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,7,No,No,Yes,Mix,In-Complete,Yes,Yes,Yes,,6|km,No,No,,Yes,No,Nalka,Yes,0|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,Yes,No,,No,No,,,Yes,Yes,Yes,Yes,No,No,No,0,0,7,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,80,29,0,0,30,46,0,0,19,18,0,0,39,43,0,0,35,30,0,0,20,46,0,0,19,29,0,0,29,36,0,0,17,21,,0,,0,,0,,0,,0,,0,,0,,0,288,298,13,13,0,13,13,2,0,2,1,3,EMIS,28.88747,64.42435,28.894471434209,64.4092289124
10778,GGPS  SHAH MUHAMMAD,NOSHKI,NOSHKI,NOSHKI,KASHINGI,KHAISAR,2,KILLI SHAH MOHAMMAD,260,34,09669,GGHS KILLI IMAM BAKH,,000000000000000,,,Rural,Summar,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Kacha,Need Repair,Yes,2,No,No,No,,,No,Yes,No,,1|m,No,No,,Yes,No,Nothing,Yes,2|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,No,,,,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,7,7,0,0,4,4,0,0,8,8,0,0,3,3,0,0,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,27,27,2,2,0,2,2,,,0,0,0,EMIS,29.58773,66.10874,29.57133487,66.10663673
10990,GGMIDS SHER MUHAMMAD NICHARI,NASEER ABAD,TAMBOO,TAMBOO,ALIABAD,NIL,00,SHER MUHAMMAD NICHAR,254,14,08830,GGHS QADAR ABAD,,0,,,Rural,Summar,,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,3,No,No,Yes,Pakka,Need Repair,No,Yes,Yes,,500|m,No,No,,No,Yes,Nalka,No,2|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,No,,No,No,No,No,Yes,Yes,,No,No,No,No,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,,0,,0,,4,,0,,11,,1,,20,,0,,19,,0,,9,,0,,9,,1,,7,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,0,83,1,1,,,,,,,,,EMIS,28.46766,68.10526,28.5481916666666,68.21009
11194,GBPS MADRASSA MUFTA-UL-ALOOM,ZHOB,ZHOB,zhob,ISLAMYAR ZHOB,000,000,MUFTAUL ALOOM,0,0,GBHS WADH SHEIKHAN,GBHS WADH SHEIKHAN,,03118225064,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,3,No,No,No,,,No,Yes,No,,1|km,No,No,,No,No,Well,No,50|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,No,Yes,Yes,No,,4,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,88,30,0,0,44,0,0,0,19,4,0,0,13,7,0,0,8,4,0,0,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,172,49,1,1,,,,,,,,,EMIS,31.34671,69.47697,31.346805,69.4768699999999
11201,GGMIDS SHABOZAI,ZHOB,ZHOB,shabzie,SHAHBZAI,babu muhala,2, SHABOZAI,257,2,09250,GGHS ZHOB MALASIA LINE,,03138696309,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,8,No,No,Yes,Pakka,Need Repair,Yes,Yes,Yes,QESCO,0|km,No,No,,No,No,Nothing,Yes,03|km,No,,,No,,,No,,,No,No,No One,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,Yes,Sports,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,0,6,0,1,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,42,42,0,0,30,23,0,0,32,27,0,0,9,7,0,0,24,21,0,0,8,9,0,0,8,4,0,0,5,0,0,0,3,1,,0,,0,,0,,0,,0,,0,,0,,0,161,134,9,9,0,6,6,1,1,0,0,0,EMIS,31.28036,69.43452,31.2805068313827,69.4348269841462
11232,GGMIDS MUHAMMAD KHAIL PANJPAI,QUETTA,CHILTAN,PANJPAI,CHILTAN,0,0,MUHAMMAD KHAIL PUNJPAI,262,37,03335,GGHS PANJPAI,,03130807101,,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,1,,No,Yes,Pakka,Complete,Yes,Yes,No,,1|m,No,No,,No,No,Nothing,Yes,1|m,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,No,,No,Yes,No,No,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,21,0,0,7,12,0,0,9,9,0,0,7,7,0,0,13,13,,0,,0,,0,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,57,68,1,1,0,1,1,,,0,0,0,EMIS,30.00684,66.57422,30.0067679005472,66.5741927052898
11307,GGMIDS MUHALLAH ARAIN,JHAL MAGSI,GANDAWAH,GANDAWAH,GANDAWA,basti khuda bux,3,MOHALLAH ARAIN,11,254,07270,GGHS GANDAWAH,,03333563173,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,Yes,2,Yes,No,Yes,Mix,In-Complete,No,Yes,Yes,,0|km,No,No,,No,Yes,Nothing,Yes,1|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,Ghazayat Ki Kami,No,No,Yes,Yes,Yes,Yes,,No,No,No,No,Yes,,,,,,No,5,0,4,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,38,70,0,0,61,26,0,0,26,21,0,1,27,23,0,0,16,13,0,0,12,9,0,0,12,8,0,0,10,9,0,0,19,11,,0,,0,,0,,0,,0,,0,,0,,0,221,191,8,7,0,7,7,,,0,0,0,EMIS,28.61582,67.48528,28.6157633333333,67.4856916666666
11417,GGPS NIMKI ALLA-ABAD,DUKI,DUKI,Luni,GHARBI LUNI,nil,00,NIMKI ALLA  ABAD,258,5,04024,GGHS KILLI DIN MUHAMMAD NASAR,,0335134161,,,Rural,Winter,Single Shift,Girls,Primary,Functional,,Yes,2,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,2,No,No,No,,,No,No,No,,02|km,No,No,,No,No,Chashme,No,2|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,Yes,No,No,No,No,Yes,Sports,No,No,,,No,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,6,6,0,0,6,4,0,0,4,8,0,0,8,2,2,8,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,39,39,2,2,1,1,2,,,0,0,0,EMIS,30.0602,68.89823,30.0600547566732,68.8982300861654
11442,GGPS NEW BAWAR,LORALAI,BORI,Bori,POONGA,00,00,NEW BAWAR,258,4,12791,GGHS NAWAN KILLI PATHAN KOT,,0,,,Rural,Winter,Single Shift,Girls,Primary,Non-Functional,No Enrollment,No,,No,Yes,Educaton Department,Kacha,Need Repair,Yes,2,No,No,No,,,No,No,No,,0|km,No,No,,No,No,Well,No,0|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,RTSM,30.3645374200325,68.5642920102042,30.400010182759,68.5503557344495
11518,GGMIDS QADAR ABAD TOWN,KHARAN,KHARAN,KHARAN,NORTH URBAN,QADIR ABAD ,0,QADIR ABAD TOWN,260,33,09940,GGHS AZIZ ABAD,,033114836648,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,Yes,NO,No,Yes,Educaton Department,Pakka,Need Repair,Yes,1,Yes,No,Yes,Pakka,Complete,No,Yes,No,,30|m,No,No,,Yes,No,Nalka,Yes,300|m,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,No,No,No,No,No,Yes,Sports,No,No,,,No,,,,,,No,16,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,20,0,0,15,15,0,0,14,14,0,0,11,11,0,0,8,8,0,0,8,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,76,76,3,3,1,6,7,,,0,0,0,EMIS,28.57807,65.40859,28.5780433333333,65.4087116666666
